# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 30 19:22:04 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
#
pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,pl_mnum
Kepler-117,c,Kepler-117 c,2,50.79039100,0.00001400,-0.00001400,0,0.280400,0.009200,-0.002800,0,0.032300,0.003300,-0.003300,0,89.640,0.100,-0.100,0,1.84000,0.18000,-0.18000,0,Mass,1.101,0.035,-0.035,0,1.74000,0.18000,-0.18000,,0,1,0,1,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430.00,50.00,-50.00,0,1519.45,41.51,-41.51,0,6150.00,110.00,-110.00,0,1.13,0.13,-0.02,0,1.61,0.05,-0.05,0,2014-11-19,,,,,1.84000,0.18000,-0.18000,0,,,,,0.4535000,0.0013000,-0.0013000,0,2454968.632050,0.000250,-0.000250,0,BJD,Kepler,0
Kepler-1170,b,Kepler-1170 b,1,9.98969327,0.00004242,-0.00004242,0,,,,,,,,,,,,,,,,,,0.215,0.017,-0.015,0,,,,,0,1,0,1,19h28m40.46s,292.168580,+43d46m46.8s,43.779675,911.00,63.34,-63.01,0,1082.05,38.62,-38.62,0,5069.00,120.38,-96.50,0,0.80,0.04,-0.05,0,0.76,0.05,-0.05,0,2016-05-10,,,,,,,,,,,,,0.1543300,0.0047100,-0.0047100,0,2454966.761490,0.003480,-0.003480,0,JD,Kepler,0
Kepler-1171,b,Kepler-1171 b,1,1.44259224,0.00000219,-0.00000219,0,,,,,,,,,,,,,,,,,,0.228,0.061,-0.045,0,,,,,0,1,0,1,19h39m50.14s,294.958925,+38d35m29.7s,38.591578,615.00,161.65,-122.04,0,582.38,10.18,-10.18,0,7044.00,277.69,-199.09,0,1.58,0.18,-0.17,0,1.95,0.51,-0.38,0,2016-05-10,,,,,,,,,,,,,0.1256290,0.0016710,-0.0016710,0,2454967.072200,0.001210,-0.001210,0,JD,Kepler,0
Kepler-1172,b,Kepler-1172 b,1,26.02044230,0.00018860,-0.00018860,0,,,,,,,,,,,,,,,,,,0.285,0.036,-0.025,0,,,,,0,1,0,1,19h21m53.88s,290.474507,+37d45m59.8s,37.766598,1292.00,161.33,-111.76,0,1355.78,56.69,-56.69,0,5558.00,144.94,-137.66,0,0.92,0.06,-0.06,0,0.89,0.11,-0.07,0,2016-05-10,,,,,,,,,,,,,0.2017000,0.0060000,-0.0060000,0,2454987.524680,0.006220,-0.006220,0,JD,Kepler,0
Kepler-1173,b,Kepler-1173 b,1,0.76985360,0.00000120,-0.00000120,0,,,,,,,,,,,,,,,,,,0.079,0.021,-0.006,0,,,,,0,1,0,1,19h32m31.46s,293.131095,+45d39m48.8s,45.663548,402.00,30.79,-23.46,0,381.20,2.43,-2.43,0,5252.00,92.48,-116.76,0,0.86,0.04,-0.05,0,0.82,0.06,-0.04,0,2016-05-10,,,,,,,,,,,,,0.0428170,0.0019370,-0.0019370,0,2454965.521420,0.001230,-0.001230,0,JD,Kepler,0
Kepler-1174,b,Kepler-1174 b,1,6.89225223,0.00002664,-0.00002664,0,,,,,,,,,,,,,,,,,,0.142,0.028,-0.014,0,,,,,0,1,0,1,18h47m19.55s,281.831445,+42d17m56.1s,42.298916,829.00,160.61,-82.44,0,1468.53,29.32,-29.32,0,5936.00,117.34,-103.81,0,1.04,0.07,-0.07,0,1.04,0.20,-0.10,0,2016-05-10,,,,,,,,,,,,,0.1023170,0.0038750,-0.0038750,0,2454965.464300,0.002900,-0.002900,0,JD,Kepler,0
Kepler-1175,b,Kepler-1175 b,1,37.94563000,0.00017320,-0.00017320,0,,,,,,,,,,,,,,,,,,0.267,0.024,-0.021,0,,,,,0,1,0,1,19h16m34.25s,289.142702,+46d48m46.4s,46.812897,1244.00,105.20,-90.11,0,1157.52,60.69,-60.69,0,5453.00,66.21,-80.38,0,0.90,0.04,-0.05,0,0.86,0.07,-0.06,0,2016-05-10,,,,,,,,,,,,,0.1677100,0.0050800,-0.0050800,0,2454967.782670,0.003840,-0.003840,0,JD,Kepler,0
Kepler-1176,b,Kepler-1176 b,1,24.17385790,0.00013360,-0.00013360,0,,,,,,,,,,,,,,,,,,0.219,0.056,-0.029,0,,,,,0,1,0,1,19h51m40.73s,297.919728,+45d16m27.0s,45.274162,1023.00,263.28,-139.95,0,886.02,23.90,-23.90,0,5844.00,264.61,-268.56,0,1.01,0.11,-0.08,0,1.02,0.26,-0.13,0,2016-05-10,,,,,,,,,,,,,0.1273700,0.0051300,-0.0051300,0,2454968.624440,0.004730,-0.004730,0,JD,Kepler,0
Kepler-1177,b,Kepler-1177 b,1,106.24754700,0.00182200,-0.00182200,0,,,,,,,,,,,,,,,,,,0.170,0.014,-0.011,0,,,,,0,1,0,1,19h06m41.14s,286.671437,+49d24m22.6s,49.406288,829.00,63.80,-45.66,0,1350.53,35.95,-35.95,0,5712.00,62.98,-66.68,0,0.98,0.03,-0.04,0,0.97,0.07,-0.05,0,2016-05-10,,,,,,,,,,,,,0.5695000,0.0164600,-0.0164600,0,2454968.745100,0.013200,-0.013200,0,JD,Kepler,0
Kepler-1178,b,Kepler-1178 b,1,31.80634000,0.00038570,-0.00038570,0,,,,,,,,,,,,,,,,,,0.095,0.005,-0.007,0,,,,,0,1,0,1,19h13m49.45s,288.456062,+45d48m07.6s,45.802124,336.00,16.88,-19.94,0,489.06,4.85,-4.85,0,4990.00,58.43,-68.54,0,0.80,0.04,-0.04,0,0.75,0.03,-0.04,0,2016-05-10,,,,,,,,,,,,,0.1580800,0.0100400,-0.0100400,0,2454983.664300,0.010400,-0.010400,0,JD,Kepler,0
Kepler-1179,b,Kepler-1179 b,1,2.68505749,0.00000410,-0.00000410,0,,,,,,,,,,,,,,,,,,0.118,0.008,-0.007,0,,,,,0,1,0,1,18h56m23.43s,284.097640,+47d48m38.3s,47.810638,454.00,28.58,-26.79,0,420.24,2.59,-2.59,0,5212.00,65.46,-65.67,0,0.84,0.04,-0.05,0,0.81,0.05,-0.04,0,2016-05-10,,,,,,,,,,,,,0.0426210,0.0018040,-0.0018040,0,2454965.604110,0.001290,-0.001290,0,JD,Kepler,0
Kepler-118,b,Kepler-118 b,2,7.51849600,0.00005600,-0.00005600,0,0.073000,,,0,,,,,,,,,,,,,,0.175,0.084,-0.084,0,,,,,0,1,0,1,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,583.81,7.00,-7.00,0,583.81,7.00,-7.00,0,5274.00,200.00,-200.00,0,,,,,1.09,0.49,-0.49,0,2014-05-14,,,,,,,,,,,,,0.1190000,0.0051000,-0.0051000,0,2454965.536660,0.004590,-0.004590,0,BJD,Kepler,0
Kepler-118,c,Kepler-118 c,2,20.17202000,0.00001300,-0.00001300,0,0.141000,,,0,,,,,,,,,,,,,,0.685,0.306,-0.306,0,,,,,0,1,0,1,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,583.81,7.00,-7.00,0,583.81,7.00,-7.00,0,5274.00,200.00,-200.00,0,,,,,1.09,0.49,-0.49,0,2014-05-14,,,,,,,,,,,,,0.1295000,0.0009000,-0.0009000,0,2454974.208400,0.000410,-0.000410,0,BJD,Kepler,0
Kepler-1180,b,Kepler-1180 b,1,16.86012860,0.00013690,-0.00013690,0,,,,,,,,,,,,,,,,,,0.178,0.049,-0.024,0,,,,,0,1,0,1,19h43m33.00s,295.887510,+43d09m21.8s,43.156063,1284.00,370.03,-179.28,0,1669.75,88.09,-88.09,0,6077.00,243.54,-226.98,0,1.09,0.16,-0.09,0,1.14,0.31,-0.15,0,2016-05-10,,,,,,,,,,,,,0.2313700,0.0069600,-0.0069600,0,2454972.845990,0.007710,-0.007710,0,JD,Kepler,0
Kepler-1181,b,Kepler-1181 b,1,4.89337519,0.00002526,-0.00002526,0,,,,,,,,,,,,,,,,,,0.140,0.058,-0.023,0,,,,,0,1,0,1,19h18m59.36s,289.747314,+39d31m24.5s,39.523468,867.00,349.46,-141.95,0,964.49,12.57,-12.57,0,6176.00,82.26,-87.31,0,1.17,0.17,-0.10,0,1.30,0.54,-0.21,0,2016-05-10,,,,,,,,,,,,,0.1381700,0.0048700,-0.0048700,0,2454966.643310,0.004140,-0.004140,0,JD,Kepler,0
Kepler-1182,b,Kepler-1182 b,1,11.17394617,0.00006278,-0.00006278,0,,,,,,,,,,,,,,,,,,0.215,0.054,-0.045,0,,,,,0,1,0,1,19h45m13.91s,296.307949,+43d49m16.9s,43.821350,1258.00,321.54,-168.43,0,1615.14,66.71,-66.71,0,5924.00,202.44,-241.80,0,1.04,0.11,-0.09,0,1.05,0.26,-0.13,0,2016-05-10,,,,,,,,,,,,,0.1425400,0.0060000,-0.0060000,0,2454967.704080,0.004730,-0.004730,0,JD,Kepler,0
Kepler-1183,b,Kepler-1183 b,1,28.50571890,0.00030310,-0.00030310,0,,,,,,,,,,,,,,,,,,0.252,0.046,-0.027,0,,,,,0,1,0,1,19h28m55.78s,292.232425,+38d53m32.0s,38.892222,1378.00,250.12,-149.30,0,2022.12,173.91,-173.91,0,5765.00,121.54,-176.40,0,1.00,0.06,-0.07,0,0.99,0.18,-0.10,0,2016-05-10,,,,,,,,,,,,,0.2605000,0.0100800,-0.0100800,0,2454965.920180,0.008410,-0.008410,0,JD,Kepler,0
Kepler-1184,b,Kepler-1184 b,1,53.59910440,0.00036740,-0.00036740,0,,,,,,,,,,,,,,,,,,0.239,0.054,-0.027,0,,,,,1,1,0,1,19h25m07.69s,291.282055,+46d57m57.6s,46.965996,1193.00,223.61,-126.19,0,1197.37,34.59,-34.59,0,5983.00,110.01,-118.73,0,1.05,0.07,-0.07,0,1.07,0.20,-0.11,0,2016-05-10,,,,,,,,,,,,,0.2775800,0.0067500,-0.0067500,0,2454980.428850,0.005240,-0.005240,0,JD,Kepler,0
Kepler-1185,b,Kepler-1185 b,1,104.35189760,0.00067050,-0.00067050,0,,,,,,,,,,,,,,,,,,0.119,0.007,-0.004,0,,,,,1,1,0,1,19h08m57.88s,287.241174,+39d19m57.9s,39.332757,296.00,7.66,-7.23,0,465.39,4.96,-4.96,0,5622.00,67.70,-58.78,0,0.96,0.02,-0.02,0,0.87,0.02,-0.02,0,2016-05-10,,,,,,,,,,,,,0.1494200,0.0062500,-0.0062500,0,2455023.102310,0.005280,-0.005280,0,JD,Kepler,0
Kepler-1186,b,Kepler-1186 b,1,16.07677615,0.00007199,-0.00007199,0,,,,,,,,,,,,,,,,,,0.199,0.032,-0.020,0,,,,,0,1,0,1,19h13m55.11s,288.479641,+47d06m06.4s,47.101768,1112.00,176.25,-82.20,0,1390.71,41.78,-41.78,0,5635.00,68.42,-72.34,0,0.95,0.04,-0.05,0,0.93,0.15,-0.06,0,2016-05-10,,,,,,,,,,,,,0.0932100,0.0045800,-0.0045800,0,2454976.387640,0.003830,-0.003830,0,JD,Kepler,0
Kepler-1187,b,Kepler-1187 b,1,18.87064068,0.00006002,-0.00006002,0,,,,,,,,,,,,,,,,,,0.233,0.045,-0.025,0,,,,,0,1,0,1,19h07m34.08s,286.892005,+38d19m06.8s,38.318556,1029.00,198.53,-117.21,0,1050.77,33.12,-33.12,0,5975.00,182.70,-129.11,0,1.06,0.09,-0.07,0,1.09,0.21,-0.12,0,2016-05-10,,,,,,,,,,,,,0.1353170,0.0033290,-0.0033290,0,2454976.955210,0.002570,-0.002570,0,JD,Kepler,0
Kepler-1188,b,Kepler-1188 b,1,17.13695430,0.00012140,-0.00012140,0,,,,,,,,,,,,,,,,,,0.186,0.044,-0.020,0,,,,,0,1,0,1,18h52m24.92s,283.103838,+43d08m53.0s,43.148045,1202.00,283.49,-125.26,0,1807.46,65.83,-65.83,0,5913.00,104.30,-106.82,0,1.04,0.07,-0.07,0,1.06,0.25,-0.10,0,2016-05-10,,,,,,,,,,,,,0.2652500,0.0063700,-0.0063700,0,2454974.013710,0.006330,-0.006330,0,JD,Kepler,0
Kepler-1189,b,Kepler-1189 b,1,3.78858982,0.00002274,-0.00002274,0,,,,,,,,,,,,,,,,,,0.158,0.046,-0.043,0,,,,,0,1,0,1,19h53m42.32s,298.426343,+47d56m48.4s,47.946785,883.00,257.83,-123.03,0,800.79,11.87,-11.87,0,6012.00,121.95,-184.74,0,1.11,0.10,-0.08,0,1.16,0.34,-0.15,0,2016-05-10,,,,,,,,,,,,,0.1455000,0.0052500,-0.0052500,0,2454967.622700,0.004760,-0.004760,0,JD,Kepler,0
Kepler-119,b,Kepler-119 b,2,2.42208200,0.00000100,-0.00000100,0,0.035000,,,0,,,,,,,,,,,,,,0.321,0.122,-0.122,0,,,,,0,1,0,1,19h43m47.14s,295.946421,+42d39m32.1s,42.658924,716.23,12.65,-12.65,0,716.23,12.65,-12.65,0,5595.00,200.00,-200.00,0,,,,,0.84,0.32,-0.32,0,2014-05-14,,,,,,,,,,,,,0.1072000,0.0005000,-0.0005000,0,2454965.939280,0.000190,-0.000190,0,BJD,Kepler,0
Kepler-119,c,Kepler-119 c,2,4.12510300,0.00002800,-0.00002800,0,0.049000,,,0,,,,,,,,,,,,,,0.082,0.031,-0.031,0,,,,,0,1,0,1,19h43m47.14s,295.946421,+42d39m32.1s,42.658924,716.23,12.65,-12.65,0,716.23,12.65,-12.65,0,5595.00,200.00,-200.00,0,,,,,0.84,0.32,-0.32,0,2014-05-14,,,,,,,,,,,,,0.1183000,0.0050000,-0.0050000,0,2454966.641370,0.004520,-0.004520,0,BJD,Kepler,0
Kepler-1190,b,Kepler-1190 b,1,10.45843441,0.00005281,-0.00005281,0,,,,,,,,,,,,,,,,,,0.119,0.004,-0.010,0,,,,,0,1,0,1,18h59m59.91s,284.999621,+49d28m47.9s,49.479977,384.00,14.62,-19.49,0,345.92,2.33,-2.33,0,4730.00,39.96,-39.65,0,0.76,0.03,-0.04,0,0.72,0.02,-0.04,0,2016-05-10,,,,,,,,,,,,,0.1292500,0.0048300,-0.0048300,0,2454970.650220,0.004010,-0.004010,0,JD,Kepler,0
Kepler-1191,b,Kepler-1191 b,1,5.60014851,0.00001909,-0.00001909,0,,,,,,,,,,,,,,,,,,0.135,0.012,-0.010,0,,,,,0,1,0,1,19h26m37.87s,291.657776,+48d00m33.5s,48.009315,876.00,70.68,-65.65,0,982.13,26.30,-26.30,0,5308.00,107.78,-83.33,0,0.85,0.05,-0.05,0,0.81,0.06,-0.06,0,2016-05-10,,,,,,,,,,,,,0.1167420,0.0037170,-0.0037170,0,2454968.961630,0.003020,-0.003020,0,JD,Kepler,0
Kepler-1192,b,Kepler-1192 b,1,25.20347870,0.00012780,-0.00012780,0,,,,,,,,,,,,,,,,,,0.211,0.021,-0.020,0,,,,,0,1,0,1,18h48m33.74s,282.140566,+43d53m47.7s,43.896580,1108.00,105.34,-101.40,0,1354.12,62.39,-62.39,0,5438.00,67.15,-57.17,0,0.86,0.05,-0.07,0,0.83,0.08,-0.07,0,2016-05-10,,,,,,,,,,,,,0.1896700,0.0053800,-0.0053800,0,2454970.562180,0.004110,-0.004110,0,JD,Kepler,0
Kepler-1193,b,Kepler-1193 b,1,2.83265213,0.00000903,-0.00000903,0,,,,,,,,,,,,,,,,,,0.118,0.019,-0.015,0,,,,,0,1,0,1,19h12m34.74s,288.144759,+51d16m32.3s,51.275627,695.00,106.86,-84.07,0,821.07,11.05,-11.05,0,5908.00,75.02,-61.06,0,1.08,0.06,-0.04,0,1.21,0.19,-0.15,0,2016-05-10,,,,,,,,,,,,,0.0993500,0.0033670,-0.0033670,0,2454964.826310,0.002640,-0.002640,0,JD,Kepler,0
Kepler-1194,b,Kepler-1194 b,1,16.22371307,0.00008867,-0.00008867,0,,,,,,,,,,,,,,,,,,0.135,0.011,-0.008,0,,,,,0,1,0,1,19h26m47.89s,291.699538,+38d08m43.0s,38.145265,616.00,41.34,-33.73,0,1196.58,194.61,-194.61,0,5590.00,97.14,-79.79,0,0.94,0.04,-0.04,0,0.92,0.06,-0.05,0,2016-05-10,,,,,,,,,,,,,0.1042500,0.0052900,-0.0052900,0,2454969.027050,0.004000,-0.004000,0,JD,Kepler,0
Kepler-1195,b,Kepler-1195 b,1,8.49642241,0.00002872,-0.00002872,0,,,,,,,,,,,,,,,,,,0.186,0.017,-0.015,0,,,,,0,1,0,1,18h57m24.26s,284.351087,+40d51m10.7s,40.852979,812.00,62.81,-68.99,0,942.61,33.53,-33.53,0,4965.00,111.27,-80.25,0,0.74,0.05,-0.06,0,0.71,0.05,-0.06,0,2016-05-10,,,,,,,,,,,,,0.0932210,0.0041290,-0.0041290,0,2454971.735170,0.002770,-0.002770,0,JD,Kepler,0
Kepler-1196,b,Kepler-1196 b,1,66.18490310,0.00046610,-0.00046610,0,,,,,,,,,,,,,,,,,,0.199,0.033,-0.019,0,,,,,0,1,0,1,19h29m28.69s,292.369561,+43d54m38.9s,43.910809,946.00,148.16,-90.75,0,947.18,20.48,-20.48,0,5756.00,129.38,-149.10,0,0.98,0.06,-0.06,0,0.97,0.15,-0.09,0,2016-05-10,,,,,,,,,,,,,0.1995000,0.0081700,-0.0081700,0,2454974.615160,0.006610,-0.006610,0,JD,Kepler,0
Kepler-1197,b,Kepler-1197 b,1,2.03231845,0.00000375,-0.00000375,0,,,,,,,,,,,,,,,,,,0.112,0.003,-0.008,0,,,,,0,1,0,1,19h26m40.63s,291.669272,+42d35m26.6s,42.590710,505.00,11.48,-11.79,0,493.78,6.66,-6.66,0,4708.00,63.31,-50.89,0,0.78,0.02,-0.03,0,0.72,0.01,-0.01,0,2016-05-10,,,,,,,,,,,,,0.0467250,0.0022630,-0.0022630,0,2454965.643660,0.001550,-0.001550,0,JD,Kepler,0
Kepler-1198,b,Kepler-1198 b,1,7.68477160,0.00003250,-0.00003250,0,,,,,,,,,,,,,,,,,,0.131,0.016,-0.009,0,,,,,0,1,0,1,19h15m20.16s,288.834008,+44d50m17.7s,44.838249,777.00,83.72,-52.11,0,759.15,12.94,-12.94,0,5517.00,80.26,-98.45,0,0.93,0.04,-0.05,0,0.90,0.10,-0.06,0,2016-05-10,,,,,,,,,,,,,0.1082900,0.0042900,-0.0042900,0,2454970.639850,0.003830,-0.003830,0,JD,Kepler,0
Kepler-1199,b,Kepler-1199 b,1,15.04471980,0.00010840,-0.00010840,0,,,,,,,,,,,,,,,,,,0.103,0.019,-0.014,0,,,,,0,1,0,1,19h34m54.21s,293.725872,+47d14m49.4s,47.247044,540.00,94.71,-74.19,0,581.47,33.70,-33.70,0,5889.00,84.29,-64.89,0,0.94,0.10,-0.06,0,1.17,0.21,-0.16,0,2016-05-10,,,,,,,,,,,,,0.2424600,0.0067900,-0.0067900,0,2454966.207270,0.005580,-0.005580,0,JD,Kepler,0
Kepler-12,b,Kepler-12 b,1,4.43796290,0.00000060,-0.00000060,0,0.055300,0.001000,-0.001200,0,,,,,88.796,0.088,-0.074,0,0.43200,0.05300,-0.05100,0,Mass,1.754,0.031,-0.036,0,0.11000,0.02000,-0.02000,0,0,1,0,1,19h04m58.42s,286.243425,+50d02m25.4s,50.040382,904.40,10.19,-10.19,0,904.40,10.19,-10.19,0,5947.00,100.00,-100.00,0,1.17,0.05,-0.05,0,1.48,0.03,-0.03,0,2015-10-15,,,,,0.43200,0.05300,-0.05100,0,,,,,,,,,2455004.009150,0.000010,-0.000010,0,BJD,Kepler,0
Kepler-120,b,Kepler-120 b,2,6.31250100,0.00000800,-0.00000800,0,0.055000,,,0,,,,,,,,,,,,,,0.192,0.015,-0.015,0,,,,,0,1,0,1,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,393.02,3.26,-3.26,0,393.02,3.26,-3.26,0,4096.00,150.00,-150.00,0,,,,,0.53,0.03,-0.03,0,2014-05-14,,,,,,,,,,,,,0.1212000,0.0014000,-0.0014000,0,2454965.654190,0.000840,-0.000840,0,BJD,Kepler,0
Kepler-120,c,Kepler-120 c,2,12.79458500,0.00004400,-0.00004400,0,0.088000,,,0,,,,,,,,,,,,,,0.136,0.008,-0.008,0,,,,,0,1,0,1,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,393.02,3.26,-3.26,0,393.02,3.26,-3.26,0,4096.00,150.00,-150.00,0,,,,,0.53,0.03,-0.03,0,2014-05-14,,,,,,,,,,,,,0.1437000,0.0025000,-0.0025000,0,2454963.764640,0.002090,-0.002090,0,BJD,Kepler,0
Kepler-1200,b,Kepler-1200 b,1,1.11854972,0.00000312,-0.00000312,0,,,,,,,,,,,,,,,,,,0.095,0.005,-0.007,0,,,,,0,1,0,1,19h46m24.83s,296.603451,+44d07m45.3s,44.129257,579.00,29.47,-33.77,0,598.51,12.69,-12.69,0,4612.00,101.02,-139.97,0,0.74,0.04,-0.05,0,0.70,0.03,-0.04,0,2016-05-10,,,,,,,,,,,,,0.0642710,0.0032000,-0.0032000,0,2454965.847170,0.002220,-0.002220,0,JD,Kepler,0
Kepler-1201,b,Kepler-1201 b,1,15.18725932,0.00008158,-0.00008158,0,,,,,,,,,,,,,,,,,,0.204,0.081,-0.038,0,,,,,0,1,0,1,19h38m27.56s,294.614827,+40d49m59.4s,40.833172,1202.00,446.55,-198.93,0,970.01,23.53,-23.53,0,6177.00,146.30,-232.29,0,1.15,0.17,-0.11,0,1.24,0.46,-0.19,0,2016-05-10,,,,,,,,,,,,,0.1878300,0.0065000,-0.0065000,0,2454967.055810,0.004600,-0.004600,0,JD,Kepler,0
